State,Year,unemployment_rate
Ohio,2008,6.6000000000000005
Ohio,2009,10.216666666666667
Ohio,2010,9.991666666666667
Ohio,2011,8.758333333333333
Ohio,2012,7.391666666666667
Ohio,2013,7.383333333333333
Ohio,2014,5.816666666666666
Ohio,2015,4.958333333333333
Ohio,2016,5.058333333333334
Ohio,2017,4.933333333333334
Ohio,2018,4.4750000000000005
Ohio,2019,4.125
Ohio,2020,8.258333333333333
Ohio,2021,5.241666666666666
Ohio,2022,3.9749999999999996
Ohio,2023,3.6333333333333333
Ohio,2024,4.283333333333333
Oklahoma,1999,3.475
Oklahoma,2000,2.9916666666666667
Oklahoma,2001,3.625
Oklahoma,2002,4.616666666666666
Oklahoma,2003,5.383333333333333
Oklahoma,2004,4.708333333333333
Oklahoma,2005,4.325
Oklahoma,2006,3.908333333333333
Oklahoma,2007,3.9583333333333335
Oklahoma,2008,3.608333333333333
Oklahoma,2009,6.516666666666667
Oklahoma,2010,6.441666666666666
Oklahoma,2011,5.566666666666666
Oklahoma,2012,5.075
Oklahoma,2013,5.116666666666666
Oklahoma,2014,4.341666666666667
Oklahoma,2015,4.283333333333333
Oklahoma,2016,4.6499999999999995
Oklahoma,2017,4.033333333333333
Oklahoma,2018,3.2916666666666665
Oklahoma,2019,3.1166666666666667
Oklahoma,2020,6.3
Oklahoma,2021,4.0249999999999995
Oklahoma,2022,3.025
Oklahoma,2023,3.1999999999999997
Oklahoma,2024,3.3166666666666664
Oregon,1999,5.483333333333333
Oregon,2000,5.183333333333334
Oregon,2001,6.358333333333333
Oregon,2002,7.45
Oregon,2003,8.016666666666667
Oregon,2004,7.316666666666666
Oregon,2005,6.166666666666667
Oregon,2006,5.391666666666667
Oregon,2007,5.158333333333333
Oregon,2008,6.308333333333334
Oregon,2009,10.633333333333333
Oregon,2010,10.558333333333332
Oregon,2011,9.458333333333334
Oregon,2012,8.708333333333334
Oregon,2013,7.75
Oregon,2014,6.641666666666667
Oregon,2015,5.458333333333333
Oregon,2016,4.75
Oregon,2017,4.066666666666666
Oregon,2018,4.033333333333333
Oregon,2019,3.725
Oregon,2020,7.574999999999999
Oregon,2021,5.1499999999999995
Oregon,2022,3.9250000000000003
Oregon,2023,3.7583333333333333
Oregon,2024,4.175
Pennsylvania,1999,4.491666666666666
Pennsylvania,2000,4.225
Pennsylvania,2001,4.825
Pennsylvania,2002,5.541666666666667
Pennsylvania,2003,5.7
Pennsylvania,2004,5.341666666666668
Pennsylvania,2005,4.991666666666666
Pennsylvania,2006,4.7250000000000005
Pennsylvania,2007,4.591666666666667
Pennsylvania,2008,5.383333333333333
Pennsylvania,2009,8.016666666666666
Pennsylvania,2010,8.116666666666667
Pennsylvania,2011,7.7
Pennsylvania,2012,7.583333333333333
Pennsylvania,2013,7.05
Pennsylvania,2014,5.966666666666666
Pennsylvania,2015,5.416666666666667
Pennsylvania,2016,5.333333333333333
Pennsylvania,2017,4.9750000000000005
Pennsylvania,2018,4.408333333333333
Pennsylvania,2019,4.266666666666667
Pennsylvania,2020,8.833333333333334
Pennsylvania,2021,5.8999999999999995
Pennsylvania,2022,4.125
Pennsylvania,2023,3.658333333333333
Pennsylvania,2024,3.641666666666667
Rhode Island,1999,4.183333333333334
Rhode Island,2000,4.05
Rhode Island,2001,4.491666666666666
Rhode Island,2002,5.05
Rhode Island,2003,5.5249999999999995
Rhode Island,2004,5.283333333333333
Rhode Island,2005,5.141666666666667
Rhode Island,2006,5.258333333333334
Rhode Island,2007,5.116666666666666
Rhode Island,2008,7.625
Rhode Island,2009,11.166666666666666
Rhode Island,2010,11.616666666666667
Rhode Island,2011,11.1
Rhode Island,2012,10.299999999999999
Rhode Island,2013,9.483333333333333
Rhode Island,2014,7.766666666666667
Rhode Island,2015,6.016666666666667
Rhode Island,2016,5.241666666666666
Rhode Island,2017,4.4750000000000005
Rhode Island,2018,4.05
Rhode Island,2019,3.525
Rhode Island,2020,9.258333333333333
Rhode Island,2021,5.6000000000000005
Rhode Island,2022,3.233333333333333
Rhode Island,2023,2.983333333333333
Rhode Island,2024,4.316666666666666
South Carolina,1999,4.158333333333333
South Carolina,2000,3.6999999999999997
South Carolina,2001,5.166666666666667
South Carolina,2002,6.075
South Carolina,2003,6.75
South Carolina,2004,6.925
South Carolina,2005,6.783333333333334
South Carolina,2006,6.3500000000000005
South Carolina,2007,5.616666666666667
South Carolina,2008,6.916666666666667
South Carolina,2009,10.966666666666667
South Carolina,2010,11.083333333333334
South Carolina,2011,10.358333333333333
South Carolina,2012,9.033333333333333
South Carolina,2013,7.425
South Carolina,2014,6.3
South Carolina,2015,5.8999999999999995
South Carolina,2016,4.8999999999999995
South Carolina,2017,4.191666666666666
South Carolina,2018,3.3666666666666667
South Carolina,2019,2.766666666666667
South Carolina,2020,6.0
South Carolina,2021,3.9250000000000003
South Carolina,2022,3.1999999999999997
South Carolina,2023,2.9916666666666667
South Carolina,2024,4.166666666666667
South Dakota,1999,2.716666666666667
South Dakota,2000,2.5166666666666666
South Dakota,2001,3.0
South Dakota,2002,3.2583333333333333
South Dakota,2003,3.475
South Dakota,2004,3.5666666666666664
South Dakota,2005,3.516666666666667
South Dakota,2006,3.0083333333333333
South Dakota,2007,2.8499999999999996
South Dakota,2008,3.0749999999999997
South Dakota,2009,4.6000000000000005
South Dakota,2010,4.858333333333333
South Dakota,2011,4.558333333333334
South Dakota,2012,4.016666666666667
South Dakota,2013,3.6999999999999997
South Dakota,2014,3.341666666666667
South Dakota,2015,3.025
South Dakota,2016,3.0
South Dakota,2017,3.016666666666667
South Dakota,2018,2.766666666666667
South Dakota,2019,2.7416666666666667
South Dakota,2020,4.141666666666667
South Dakota,2021,2.5416666666666665
South Dakota,2022,1.8916666666666666
South Dakota,2023,1.8
South Dakota,2024,1.8
Tennessee,1999,3.9583333333333335
Tennessee,2000,3.8333333333333335
Tennessee,2001,4.591666666666667
Tennessee,2002,5.175
Tennessee,2003,5.533333333333334
Tennessee,2004,5.3500000000000005
Tennessee,2005,5.5
Tennessee,2006,5.216666666666667
Tennessee,2007,4.6499999999999995
Tennessee,2008,6.508333333333333
Tennessee,2009,10.383333333333333
Tennessee,2010,9.799999999999999
Tennessee,2011,9.041666666666666
Tennessee,2012,7.925
Tennessee,2013,7.625
Tennessee,2014,6.575
Tennessee,2015,5.5249999999999995
Tennessee,2016,4.741666666666666
Tennessee,2017,3.733333333333333
Tennessee,2018,3.5
Tennessee,2019,3.3333333333333335
Tennessee,2020,7.491666666666666
Tennessee,2021,4.466666666666667
Tennessee,2022,3.3499999999999996
Tennessee,2023,3.225
Tennessee,2024,3.408333333333333
Texas,1999,4.7250000000000005
Texas,2000,4.366666666666666
Texas,2001,4.958333333333333
Texas,2002,6.366666666666667
Texas,2003,6.758333333333333
Texas,2004,6.0249999999999995
Texas,2005,5.4750000000000005
Texas,2006,4.9750000000000005
Texas,2007,4.341666666666667
Texas,2008,4.866666666666666
Texas,2009,7.591666666666668
Texas,2010,8.25
Texas,2011,8.033333333333333
Texas,2012,6.708333333333333
Texas,2013,6.316666666666666
Texas,2014,5.183333333333334
Texas,2015,4.466666666666667
Texas,2016,4.666666666666667
Texas,2017,4.358333333333333
Texas,2018,3.9166666666666665
Texas,2019,3.525
Texas,2020,7.7250000000000005
Texas,2021,5.625
Texas,2022,3.9166666666666665
Texas,2023,4.016666666666667
Texas,2024,4.091666666666667
Utah,1999,3.5083333333333333
Utah,2000,3.3333333333333335
Utah,2001,4.383333333333334
Utah,2002,5.666666666666667
Utah,2003,5.575
Utah,2004,5.0
Utah,2005,4.041666666666667
Utah,2006,2.8666666666666667
Utah,2007,2.558333333333333
Utah,2008,3.341666666666667
Utah,2009,7.625
Utah,2010,8.258333333333333
Utah,2011,7.216666666666666
Utah,2012,4.758333333333334
Utah,2013,4.191666666666666
Utah,2014,3.625
Utah,2015,3.5
Utah,2016,3.3333333333333335
Utah,2017,3.158333333333333
Utah,2018,2.9166666666666665
Utah,2019,2.5416666666666665
Utah,2020,4.833333333333333
Utah,2021,2.766666666666667
Utah,2022,2.3666666666666667
Utah,2023,2.6666666666666665
Utah,2024,3.1916666666666664
Vermont,1999,3.0666666666666664
Vermont,2000,2.775
Vermont,2001,3.216666666666667
Vermont,2002,3.9416666666666664
Vermont,2003,4.341666666666667
Vermont,2004,3.641666666666667
Vermont,2005,3.475
Vermont,2006,3.6833333333333336
Vermont,2007,3.8833333333333333
Vermont,2008,4.483333333333333
Vermont,2009,6.516666666666667
Vermont,2010,6.208333333333333
Vermont,2011,5.3999999999999995
Vermont,2012,4.783333333333333
Vermont,2013,4.416666666666667
Vermont,2014,3.908333333333333
Vermont,2015,3.475
Vermont,2016,3.125
Vermont,2017,2.9499999999999997
Vermont,2018,2.5
Vermont,2019,2.1
Vermont,2020,5.6499999999999995
Vermont,2021,3.6166666666666667
Vermont,2022,2.35
Vermont,2023,1.9083333333333332
Vermont,2024,2.3000000000000003
Virginia,1999,2.6750000000000003
Virginia,2000,2.2916666666666665
Virginia,2001,3.1666666666666665
Virginia,2002,4.191666666666666
Virginia,2003,4.108333333333333
Virginia,2004,3.716666666666667
Virginia,2005,3.4916666666666667
Virginia,2006,3.0749999999999997
Virginia,2007,3.0749999999999997
Virginia,2008,4.075
Virginia,2009,6.766666666666667
Virginia,2010,6.808333333333334
Virginia,2011,6.283333333333334
Virginia,2012,5.816666666666666
Virginia,2013,5.5249999999999995
Virginia,2014,5.066666666666666
Virginia,2015,4.375
Virginia,2016,4.0
Virginia,2017,3.625
Virginia,2018,3.0
Virginia,2019,2.725
Virginia,2020,6.516666666666667
Virginia,2021,3.8333333333333335
Virginia,2022,2.6916666666666664
Virginia,2023,2.6916666666666664
Virginia,2024,2.841666666666667
Washington,1999,4.8500000000000005
Washington,2000,5.058333333333334
Washington,2001,6.05
Washington,2002,7.1499999999999995
Washington,2003,7.266666666666667
Washington,2004,6.25
Washington,2005,5.575
Washington,2006,4.991666666666666
Washington,2007,4.608333333333333
Washington,2008,5.2
Washington,2009,9.041666666666666
Washington,2010,9.991666666666667
Washington,2011,9.433333333333334
Washington,2012,8.441666666666666
Washington,2013,6.625
Washington,2014,5.933333333333334
Washington,2015,5.441666666666666
Washington,2016,5.191666666666666
Washington,2017,4.6499999999999995
Washington,2018,4.3999999999999995
Washington,2019,4.183333333333334
Washington,2020,8.700000000000001
Washington,2021,5.191666666666667
Washington,2022,4.058333333333334
Washington,2023,4.2
Washington,2024,4.508333333333334
West Virginia,1999,6.441666666666666
West Virginia,2000,5.558333333333334
West Virginia,2001,5.283333333333333
West Virginia,2002,6.075
West Virginia,2003,6.125
West Virginia,2004,5.375
West Virginia,2005,5.041666666666667
West Virginia,2006,4.7749999999999995
West Virginia,2007,4.4750000000000005
West Virginia,2008,4.5249999999999995
West Virginia,2009,7.9750000000000005
West Virginia,2010,8.4
West Virginia,2011,7.708333333333333
West Virginia,2012,7.2
West Virginia,2013,6.708333333333333
West Virginia,2014,6.491666666666667
West Virginia,2015,6.541666666666667
West Virginia,2016,6.075
West Virginia,2017,5.2
West Virginia,2018,5.141666666666667
West Virginia,2019,4.925
West Virginia,2020,8.333333333333334
West Virginia,2021,5.141666666666667
West Virginia,2022,3.858333333333333
West Virginia,2023,3.858333333333333
West Virginia,2024,4.091666666666666
Wisconsin,1999,3.0666666666666664
Wisconsin,2000,3.391666666666667
Wisconsin,2001,4.425
Wisconsin,2002,5.316666666666667
Wisconsin,2003,5.608333333333333
Wisconsin,2004,4.966666666666667
Wisconsin,2005,4.708333333333333
Wisconsin,2006,4.691666666666666
Wisconsin,2007,4.825
Wisconsin,2008,4.941666666666666
Wisconsin,2009,8.833333333333334
Wisconsin,2010,8.416666666666666
Wisconsin,2011,7.55
Wisconsin,2012,6.916666666666667
Wisconsin,2013,6.666666666666667
Wisconsin,2014,5.366666666666667
Wisconsin,2015,4.416666666666667
Wisconsin,2016,3.933333333333333
Wisconsin,2017,3.283333333333333
Wisconsin,2018,3.0
Wisconsin,2019,3.2083333333333335
Wisconsin,2020,6.433333333333334
Wisconsin,2021,3.7916666666666665
Wisconsin,2022,2.808333333333333
Wisconsin,2023,2.8000000000000003
Wisconsin,2024,2.966666666666667
Wyoming,1999,4.716666666666667
Wyoming,2000,3.7916666666666665
Wyoming,2001,3.875
Wyoming,2002,4.058333333333333
Wyoming,2003,4.358333333333333
Wyoming,2004,3.8333333333333335
Wyoming,2005,3.5666666666666664
Wyoming,2006,3.0749999999999997
Wyoming,2007,2.733333333333333
Wyoming,2008,3.0
Wyoming,2009,6.283333333333334
Wyoming,2010,6.875
Wyoming,2011,6.066666666666666
Wyoming,2012,5.441666666666666
Wyoming,2013,4.716666666666667
Wyoming,2014,4.358333333333333
Wyoming,2015,4.25
Wyoming,2016,5.2749999999999995
Wyoming,2017,4.341666666666667
Wyoming,2018,4.066666666666666
Wyoming,2019,3.733333333333333
Wyoming,2020,5.858333333333333
Wyoming,2021,4.55
Wyoming,2022,3.4333333333333336
Wyoming,2023,2.8833333333333333
Wyoming,2024,3.216666666666667
