State,State Code,Year,Sex,broad_age_group,Deaths,Population,component_age_groups_observed,rate_per_100k,expected_component_age_groups,complete_broad_age_group
Delaware,10,2004,Female,15-24,0,58167.0,1,0.0,1,True
Delaware,10,2004,Female,45-64,0,46562.0,1,0.0,2,False
Delaware,10,2004,Female,65+,0,8519.0,1,0.0,3,False
Delaware,10,2004,Male,45-64,13,57032.0,1,22.79422078832936,2,False
Delaware,10,2005,Female,15-24,0,59545.0,1,0.0,1,True
Delaware,10,2005,Female,25-44,0,118855.0,2,0.0,2,True
Delaware,10,2005,Female,45-64,0,49068.0,1,0.0,2,False
Delaware,10,2005,Female,65+,0,31476.0,2,0.0,3,False
Delaware,10,2006,Female,15-24,0,60331.0,1,0.0,1,True
Delaware,10,2006,Female,25-44,0,63634.0,1,0.0,2,False
Delaware,10,2006,Female,65+,0,65838.0,3,0.0,3,True
Delaware,10,2006,Male,65+,0,4090.0,1,0.0,3,False
Delaware,10,2007,Female,15-24,0,61357.0,1,0.0,1,True
Delaware,10,2007,Female,65+,0,9609.0,1,0.0,3,False
Delaware,10,2007,Male,45-64,12,61838.0,1,19.40554351693134,2,False
Delaware,10,2008,Female,15-24,0,62403.0,1,0.0,1,True
Delaware,10,2008,Female,25-44,0,61883.0,1,0.0,2,False
Delaware,10,2008,Female,45-64,0,122921.0,2,0.0,2,True
Delaware,10,2008,Female,65+,0,69897.0,3,0.0,3,True
Delaware,10,2008,Male,45-64,11,62987.0,1,17.463921126581674,2,False
Delaware,10,2009,Female,45-64,0,125750.0,2,0.0,2,True
Delaware,10,2009,Female,65+,0,48220.0,2,0.0,3,False
Delaware,10,2009,Male,25-44,11,57387.0,1,19.168104274487252,2,False
Delaware,10,2010,Female,15-24,0,63305.0,1,0.0,1,True
Delaware,10,2010,Female,45-64,0,127943.0,2,0.0,2,True
Delaware,10,2010,Female,65+,0,33877.0,2,0.0,3,False
Delaware,10,2010,Male,45-64,10,64477.0,1,15.509406455014966,2,False
Delaware,10,2011,Female,45-64,0,68965.0,1,0.0,2,False
Delaware,10,2011,Female,65+,0,10834.0,1,0.0,3,False
Delaware,10,2011,Male,45-64,10,54717.0,1,18.275855766946286,2,False
Delaware,10,2011,Male,65+,0,34838.0,1,0.0,3,False
Delaware,10,2012,Female,45-64,0,62472.0,1,0.0,2,False
Delaware,10,2012,Female,65+,0,54539.0,2,0.0,3,False
Delaware,10,2013,Female,25-44,0,56880.0,1,0.0,2,False
Delaware,10,2013,Female,65+,0,82265.0,3,0.0,3,True
Delaware,10,2013,Male,45-64,24,119561.0,2,20.073435317536656,2,True
Delaware,10,2014,Female,15-24,0,61235.0,1,0.0,1,True
Delaware,10,2014,Female,25-44,0,56637.0,1,0.0,2,False
Delaware,10,2014,Female,45-64,0,133334.0,2,0.0,2,True
Delaware,10,2014,Female,65+,0,73826.0,2,0.0,3,False
Delaware,10,2014,Male,45-64,14,62107.0,1,22.54174247669345,2,False
Delaware,10,2015,Female,15-24,0,60602.0,1,0.0,1,True
Delaware,10,2015,Male,15-24,10,62337.0,1,16.041837111185973,1,True
Delaware,10,2016,Female,15-24,0,59736.0,1,0.0,1,True
Delaware,10,2016,Female,25-44,0,56123.0,1,0.0,2,False
Delaware,10,2016,Female,65+,0,92539.0,3,0.0,3,True
Delaware,10,2016,Male,45-64,23,122461.0,2,18.78148961710259,2,True
Delaware,10,2017,Female,15-24,0,59267.0,1,0.0,1,True
Delaware,10,2017,Female,25-44,0,121076.0,2,0.0,2,True
Delaware,10,2017,Female,65+,0,68679.0,2,0.0,3,False
Delaware,10,2017,Male,45-64,13,60299.0,1,21.559229837974097,2,False
Delaware,10,2018,Female,15-24,0,58440.0,1,0.0,1,True
Delaware,10,2018,Female,45-64,0,72038.0,1,0.0,2,False
Delaware,10,2018,Female,65+,0,70882.0,2,0.0,3,False
Delaware,10,2018,Male,25-44,15,64749.0,1,23.166380947968307,2,False
Delaware,10,2019,Female,15-24,0,57970.0,1,0.0,1,True
Delaware,10,2019,Female,25-44,0,64337.0,1,0.0,2,False
Delaware,10,2019,Female,65+,0,104355.0,3,0.0,3,True
Delaware,10,2020,Female,15-24,0,58525.0,1,0.0,1,True
Delaware,10,2020,Female,25-44,0,64769.0,1,0.0,2,False
Delaware,10,2020,Female,45-64,0,74361.0,1,0.0,2,False
Delaware,10,2020,Female,65+,0,109227.0,3,0.0,3,True
Delaware,10,2020,Male,25-44,20,121632.0,2,16.443041304919756,2,True
Delaware,10,2020,Male,45-64,11,65399.0,1,16.819829049373844,2,False
Delaware,10,2021,Female,45-64,0,60316.0,1,0.0,2,False
Delaware,10,2021,Female,65+,0,43774.0,2,0.0,3,False
Delaware,10,2021,Male,25-44,11,59622.0,1,18.44956559659186,2,False
Delaware,10,2021,Male,45-64,10,56491.0,1,17.701934821475987,2,False
Delaware,10,2022,Female,65+,0,116317.0,3,0.0,3,True
Delaware,10,2022,Male,45-64,10,68024.0,1,14.700693872750792,2,False
Delaware,10,2022,Male,65+,24,87994.0,2,27.274586903652523,3,False
Delaware,10,2023,Female,25-44,0,64448.0,1,0.0,2,False
Delaware,10,2023,Female,65+,0,49341.0,2,0.0,3,False
Delaware,10,2023,Male,25-44,10,63221.0,1,15.817528985621866,2,False
Delaware,10,2023,Male,45-64,15,67598.0,1,22.190005621468092,2,False
Delaware,10,2023,Male,65+,12,61223.0,1,19.600476944938993,3,False
Delaware,10,2024,Female,15-24,0,64361.0,1,0.0,1,True
Delaware,10,2024,Female,25-44,0,65397.0,1,0.0,2,False
Delaware,10,2024,Female,65+,0,52053.0,2,0.0,3,False
Delaware,10,2024,Male,25-44,10,64211.0,1,15.573655604179969,2,False
Delaware,10,2024,Male,45-64,12,67070.0,1,17.891754882958104,2,False
District of Columbia,11,1999,Female,15-24,0,45530.0,1,0.0,1,True
District of Columbia,11,1999,Female,25-44,0,98800.0,2,0.0,2,True
District of Columbia,11,1999,Female,45-64,0,65327.0,2,0.0,2,True
District of Columbia,11,1999,Female,65+,0,43531.0,3,0.0,3,True
District of Columbia,11,1999,Male,45-64,0,34379.0,1,0.0,2,False
District of Columbia,11,1999,Male,65+,0,11269.0,2,0.0,3,False
District of Columbia,11,2000,Female,25-44,0,95676.0,2,0.0,2,True
District of Columbia,11,2000,Female,45-64,0,67006.0,2,0.0,2,True
District of Columbia,11,2000,Female,65+,0,43355.0,3,0.0,3,True
District of Columbia,11,2000,Male,25-44,0,44009.0,1,0.0,2,False
District of Columbia,11,2000,Male,45-64,0,58087.0,2,0.0,2,True
District of Columbia,11,2000,Male,65+,0,11440.0,2,0.0,3,False
District of Columbia,11,2001,Female,25-44,0,43576.0,1,0.0,2,False
District of Columbia,11,2001,Female,45-64,0,68543.0,2,0.0,2,True
District of Columbia,11,2001,Female,65+,0,42532.0,3,0.0,3,True
District of Columbia,11,2001,Male,65+,0,2383.0,1,0.0,3,False
District of Columbia,11,2002,Female,15-24,0,47157.0,1,0.0,1,True
District of Columbia,11,2002,Female,25-44,0,96314.0,2,0.0,2,True
District of Columbia,11,2002,Female,45-64,0,29055.0,1,0.0,2,False
District of Columbia,11,2002,Female,65+,0,41897.0,3,0.0,3,True
District of Columbia,11,2002,Male,45-64,0,60819.0,2,0.0,2,True
District of Columbia,11,2002,Male,65+,0,14695.0,1,0.0,3,False
District of Columbia,11,2003,Female,15-24,0,47068.0,1,0.0,1,True
District of Columbia,11,2003,Female,25-44,0,95492.0,2,0.0,2,True
District of Columbia,11,2003,Female,45-64,0,69922.0,2,0.0,2,True
District of Columbia,11,2003,Female,65+,0,41281.0,3,0.0,3,True
District of Columbia,11,2003,Male,25-44,0,42783.0,1,0.0,2,False
District of Columbia,11,2003,Male,65+,0,26091.0,3,0.0,3,True
District of Columbia,11,2004,Female,15-24,0,47893.0,1,0.0,1,True
District of Columbia,11,2004,Female,25-44,0,95129.0,2,0.0,2,True
District of Columbia,11,2004,Female,45-64,0,70501.0,2,0.0,2,True
District of Columbia,11,2004,Female,65+,0,40792.0,3,0.0,3,True
District of Columbia,11,2004,Male,65+,0,26062.0,3,0.0,3,True
District of Columbia,11,2005,Female,15-24,0,49045.0,1,0.0,1,True
District of Columbia,11,2005,Female,25-44,0,94888.0,2,0.0,2,True
District of Columbia,11,2005,Female,45-64,0,70892.0,2,0.0,2,True
District of Columbia,11,2005,Female,65+,0,40464.0,3,0.0,3,True
District of Columbia,11,2005,Male,65+,0,14753.0,1,0.0,3,False
District of Columbia,11,2006,Female,15-24,0,50971.0,1,0.0,1,True
District of Columbia,11,2006,Female,25-44,0,96131.0,2,0.0,2,True
District of Columbia,11,2006,Female,45-64,0,71131.0,2,0.0,2,True
District of Columbia,11,2006,Female,65+,0,39796.0,3,0.0,3,True
District of Columbia,11,2006,Male,45-64,0,35891.0,1,0.0,2,False
District of Columbia,11,2006,Male,65+,0,2680.0,1,0.0,3,False
District of Columbia,11,2007,Female,15-24,0,51926.0,1,0.0,1,True
District of Columbia,11,2007,Female,25-44,0,97377.0,2,0.0,2,True
District of Columbia,11,2007,Female,45-64,0,33204.0,1,0.0,2,False
District of Columbia,11,2007,Female,65+,0,25752.0,2,0.0,3,False
District of Columbia,11,2007,Male,65+,0,11208.0,2,0.0,3,False
District of Columbia,11,2008,Female,15-24,0,53777.0,1,0.0,1,True
District of Columbia,11,2008,Female,25-44,0,99069.0,2,0.0,2,True
District of Columbia,11,2008,Female,45-64,0,71554.0,2,0.0,2,True
District of Columbia,11,2008,Female,65+,0,40089.0,3,0.0,3,True
District of Columbia,11,2008,Male,45-64,0,36765.0,1,0.0,2,False
District of Columbia,11,2008,Male,65+,0,8339.0,1,0.0,3,False
District of Columbia,11,2009,Female,15-24,0,55226.0,1,0.0,1,True
District of Columbia,11,2009,Female,25-44,0,39793.0,1,0.0,2,False
District of Columbia,11,2009,Female,45-64,0,72087.0,2,0.0,2,True
District of Columbia,11,2009,Female,65+,0,40529.0,3,0.0,3,True
District of Columbia,11,2009,Male,45-64,0,37384.0,1,0.0,2,False
District of Columbia,11,2009,Male,65+,0,27271.0,3,0.0,3,True
District of Columbia,11,2010,Female,15-24,0,56277.0,1,0.0,1,True
District of Columbia,11,2010,Female,25-44,0,106037.0,2,0.0,2,True
District of Columbia,11,2010,Female,45-64,0,72640.0,2,0.0,2,True
District of Columbia,11,2010,Female,65+,0,41118.0,3,0.0,3,True
District of Columbia,11,2010,Male,15-24,0,47752.0,1,0.0,1,True
District of Columbia,11,2010,Male,65+,0,16276.0,1,0.0,3,False
District of Columbia,11,2011,Female,15-24,0,54515.0,1,0.0,1,True
District of Columbia,11,2011,Female,25-44,0,111566.0,2,0.0,2,True
District of Columbia,11,2011,Female,45-64,0,73915.0,2,0.0,2,True
District of Columbia,11,2011,Female,65+,0,42034.0,3,0.0,3,True
District of Columbia,11,2011,Male,25-44,0,62650.0,1,0.0,2,False
District of Columbia,11,2011,Male,45-64,0,30713.0,1,0.0,2,False
District of Columbia,11,2011,Male,65+,0,28145.0,3,0.0,3,True
District of Columbia,11,2012,Female,15-24,0,53160.0,1,0.0,1,True
District of Columbia,11,2012,Female,25-44,0,116900.0,2,0.0,2,True
District of Columbia,11,2012,Female,45-64,0,74338.0,2,0.0,2,True
District of Columbia,11,2012,Female,65+,0,42845.0,3,0.0,3,True
District of Columbia,11,2012,Male,65+,0,3343.0,1,0.0,3,False
District of Columbia,11,2013,Female,15-24,0,51513.0,1,0.0,1,True
District of Columbia,11,2013,Female,25-44,0,122775.0,2,0.0,2,True
District of Columbia,11,2013,Female,45-64,0,74727.0,2,0.0,2,True
District of Columbia,11,2013,Female,65+,0,43734.0,3,0.0,3,True
District of Columbia,11,2013,Male,25-44,0,44698.0,1,0.0,2,False
District of Columbia,11,2013,Male,65+,0,29688.0,3,0.0,3,True
District of Columbia,11,2014,Female,15-24,0,51168.0,1,0.0,1,True
District of Columbia,11,2014,Female,25-44,0,126400.0,2,0.0,2,True
District of Columbia,11,2014,Female,65+,0,44476.0,3,0.0,3,True
District of Columbia,11,2014,Male,15-24,0,44952.0,1,0.0,1,True
District of Columbia,11,2014,Male,65+,0,18448.0,1,0.0,3,False
District of Columbia,11,2015,Female,15-24,0,52172.0,1,0.0,1,True
District of Columbia,11,2015,Female,25-44,0,129209.0,2,0.0,2,True
District of Columbia,11,2015,Female,45-64,0,75573.0,2,0.0,2,True
District of Columbia,11,2015,Female,65+,0,45757.0,3,0.0,3,True
District of Columbia,11,2015,Male,65+,0,19141.0,1,0.0,3,False
District of Columbia,11,2016,Female,15-24,0,51756.0,1,0.0,1,True
District of Columbia,11,2016,Female,25-44,0,131658.0,2,0.0,2,True
District of Columbia,11,2016,Female,45-64,0,75503.0,2,0.0,2,True
District of Columbia,11,2016,Female,65+,0,46636.0,3,0.0,3,True
District of Columbia,11,2016,Male,15-24,0,43953.0,1,0.0,1,True
District of Columbia,11,2016,Male,45-64,0,72062.0,2,0.0,2,True
District of Columbia,11,2016,Male,65+,0,12245.0,2,0.0,3,False
District of Columbia,11,2017,Female,15-24,0,48520.0,1,0.0,1,True
District of Columbia,11,2017,Female,25-44,0,137944.0,2,0.0,2,True
District of Columbia,11,2017,Female,45-64,0,74890.0,2,0.0,2,True
District of Columbia,11,2017,Female,65+,0,49494.0,3,0.0,3,True
District of Columbia,11,2017,Male,45-64,0,33144.0,1,0.0,2,False
District of Columbia,11,2017,Male,65+,0,13388.0,2,0.0,3,False
District of Columbia,11,2018,Female,15-24,0,48496.0,1,0.0,1,True
District of Columbia,11,2018,Female,25-44,0,140443.0,2,0.0,2,True
District of Columbia,11,2018,Female,45-64,0,74455.0,2,0.0,2,True
District of Columbia,11,2018,Female,65+,0,50465.0,3,0.0,3,True
District of Columbia,11,2018,Male,45-64,0,71300.0,2,0.0,2,True
District of Columbia,11,2018,Male,65+,0,4006.0,1,0.0,3,False
District of Columbia,11,2019,Female,15-24,0,47601.0,1,0.0,1,True
District of Columbia,11,2019,Female,25-44,0,55547.0,1,0.0,2,False
District of Columbia,11,2019,Female,45-64,0,73508.0,2,0.0,2,True
District of Columbia,11,2019,Female,65+,0,23019.0,2,0.0,3,False
District of Columbia,11,2019,Male,45-64,0,33520.0,1,0.0,2,False
District of Columbia,11,2019,Male,65+,0,14105.0,2,0.0,3,False
District of Columbia,11,2020,Female,15-24,0,47467.0,1,0.0,1,True
District of Columbia,11,2020,Female,25-44,0,144846.0,2,0.0,2,True
District of Columbia,11,2020,Female,45-64,0,73365.0,2,0.0,2,True
District of Columbia,11,2020,Female,65+,0,53068.0,3,0.0,3,True
District of Columbia,11,2020,Male,25-44,0,77536.0,1,0.0,2,False
District of Columbia,11,2020,Male,65+,0,4184.0,1,0.0,3,False
District of Columbia,11,2021,Female,15-24,0,44149.0,1,0.0,1,True
District of Columbia,11,2021,Female,25-44,0,133589.0,2,0.0,2,True
District of Columbia,11,2021,Female,45-64,0,35223.0,1,0.0,2,False
District of Columbia,11,2021,Female,65+,0,50262.0,3,0.0,3,True
District of Columbia,11,2021,Male,25-44,0,54230.0,1,0.0,2,False
District of Columbia,11,2021,Male,45-64,0,35666.0,1,0.0,2,False
District of Columbia,11,2021,Male,65+,0,25729.0,2,0.0,3,False
District of Columbia,11,2022,Female,15-24,0,46119.0,1,0.0,1,True
District of Columbia,11,2022,Female,25-44,0,133744.0,2,0.0,2,True
District of Columbia,11,2022,Female,45-64,0,35397.0,1,0.0,2,False
District of Columbia,11,2022,Female,65+,0,51335.0,3,0.0,3,True
District of Columbia,11,2022,Male,25-44,0,54867.0,1,0.0,2,False
District of Columbia,11,2022,Male,65+,0,3684.0,1,0.0,3,False
District of Columbia,11,2023,Female,15-24,0,46524.0,1,0.0,1,True
District of Columbia,11,2023,Female,25-44,0,136987.0,2,0.0,2,True
District of Columbia,11,2023,Female,45-64,0,68377.0,2,0.0,2,True
District of Columbia,11,2023,Female,65+,0,51688.0,3,0.0,3,True
District of Columbia,11,2023,Male,45-64,0,31020.0,1,0.0,2,False
District of Columbia,11,2023,Male,65+,0,22286.0,1,0.0,3,False
District of Columbia,11,2024,Female,15-24,0,47915.0,1,0.0,1,True
District of Columbia,11,2024,Female,45-64,0,70119.0,2,0.0,2,True
District of Columbia,11,2024,Female,65+,0,52796.0,3,0.0,3,True
District of Columbia,11,2024,Male,65+,0,15547.0,2,0.0,3,False
Florida,12,1999,Female,15-24,12,924921.0,1,1.297408102962307,1,True
Florida,12,1999,Female,25-44,70,2269320.0,2,3.08462446900393,2,True
Florida,12,1999,Female,45-64,62,1825773.0,2,3.3958219340520426,2,True
Florida,12,1999,Female,65+,40,1371780.0,2,2.915919462304451,3,False
Florida,12,1999,Male,15-24,81,974807.0,1,8.30933713032426,1,True
Florida,12,1999,Male,25-44,282,2279860.0,2,12.369180563718825,2,True
Florida,12,1999,Male,45-64,269,1675619.0,2,16.05376878634105,2,True
Florida,12,1999,Male,65+,314,1212056.0,3,25.906393763984504,3,True
Florida,12,2000,Female,25-44,67,2278369.0,2,2.9407001236410784,2,True
Florida,12,2000,Female,45-64,60,1890584.0,2,3.173622542029341,2,True
Florida,12,2000,Female,65+,30,1371823.0,2,2.186871046774985,3,False
Florida,12,2000,Male,15-24,95,996652.0,1,9.531912844202388,1,True
Florida,12,2000,Male,25-44,266,2290978.0,2,11.61076186676607,2,True
Florida,12,2000,Male,45-64,304,1737908.0,2,17.492295334390544,2,True
Florida,12,2000,Male,65+,347,1216647.0,3,28.52100896973403,3,True
Florida,12,2001,Female,15-24,11,990762.0,1,1.110256550008983,1,True
Florida,12,2001,Female,25-44,49,2291962.0,2,2.1379063003662364,2,True
Florida,12,2001,Female,45-64,68,1986354.0,2,3.42335756869118,2,True
Florida,12,2001,Female,65+,26,1379855.0,2,1.8842559544299946,3,False
Florida,12,2001,Male,15-24,84,1044758.0,1,8.0401394389897,1,True
Florida,12,2001,Male,25-44,273,2299845.0,2,11.870365176783652,2,True
Florida,12,2001,Male,45-64,314,1828782.0,2,17.169897778958894,2,True
Florida,12,2001,Male,65+,364,1232977.0,3,29.522042990258537,3,True
Florida,12,2002,Female,15-24,17,1026957.0,1,1.6553760284023575,1,True
Florida,12,2002,Female,25-44,49,2307104.0,2,2.1238747798105333,2,True
Florida,12,2002,Female,45-64,71,2073125.0,2,3.4247814290021106,2,True
Florida,12,2002,Female,65+,25,1388071.0,2,1.8010606085711756,3,False
Florida,12,2002,Male,15-24,81,1080297.0,1,7.4979380670315665,1,True
Florida,12,2002,Male,25-44,279,2310577.0,2,12.074905965046826,2,True
Florida,12,2002,Male,45-64,347,1909565.0,2,18.1716778428595,2,True
Florida,12,2002,Male,65+,330,1247915.0,3,26.44410877343409,3,True
Florida,12,2003,Female,25-44,63,2317628.0,2,2.7182964651790535,2,True
Florida,12,2003,Female,45-64,76,2156279.0,2,3.5245902779742324,2,True
Florida,12,2003,Female,65+,11,787666.0,1,1.3965310169538867,3,False
Florida,12,2003,Male,15-24,93,1117303.0,1,8.323614990741097,1,True
Florida,12,2003,Male,25-44,289,2319288.0,2,12.460720703940176,2,True
Florida,12,2003,Male,45-64,341,1987634.0,2,17.156076018019416,2,True
Florida,12,2003,Male,65+,352,1265802.0,3,27.808456614857615,3,True
Florida,12,2004,Female,15-24,14,1099300.0,1,1.27353770581279,1,True
Florida,12,2004,Female,25-44,67,2346210.0,2,2.8556693561104933,2,True
Florida,12,2004,Female,45-64,89,2249878.0,2,3.9557700461980607,2,True
Florida,12,2004,Female,65+,28,1414117.0,2,1.9800341838758746,3,False
Florida,12,2004,Male,15-24,88,1161562.0,1,7.576005413400232,1,True
Florida,12,2004,Male,25-44,257,2347518.0,2,10.947732882133385,2,True
Florida,12,2004,Male,45-64,341,2075322.0,2,16.431185136571578,2,True
Florida,12,2004,Male,65+,306,1289073.0,3,23.737988461475805,3,True
Florida,12,2005,Female,15-24,11,1135675.0,1,0.9685869637000022,1,True
Florida,12,2005,Female,25-44,59,2380823.0,2,2.478134661837524,2,True
Florida,12,2005,Female,45-64,81,2348696.0,2,3.4487221845653933,2,True
Florida,12,2005,Female,65+,14,810581.0,1,1.7271562003057066,3,False
Florida,12,2005,Male,15-24,80,1199479.0,1,6.66956236832825,1,True
Florida,12,2005,Male,25-44,242,2378772.0,2,10.173316316149677,2,True
Florida,12,2005,Male,45-64,335,2170083.0,2,15.437197563411168,2,True
Florida,12,2005,Male,65+,318,1314302.0,3,24.195352361938124,3,True
Florida,12,2006,Female,15-24,10,1163264.0,1,0.859650088028169,1,True
Florida,12,2006,Female,25-44,54,2404474.0,2,2.2458134294652385,2,True
Florida,12,2006,Female,45-64,76,2432206.0,2,3.1247353225836956,2,True
Florida,12,2006,Female,65+,38,1434877.0,2,2.6483106217466723,3,False
Florida,12,2006,Male,15-24,98,1231632.0,1,7.956922197539524,1,True
Florida,12,2006,Male,25-44,248,2400147.0,2,10.33270045543044,2,True
Florida,12,2006,Male,45-64,360,2250025.0,2,15.999822224197507,2,True
Florida,12,2006,Male,65+,339,1327117.0,3,25.544092947343753,3,True
Florida,12,2007,Female,15-24,14,1179363.0,1,1.1870815007762665,1,True
Florida,12,2007,Female,25-44,59,2399289.0,2,2.4590618304005893,2,True
Florida,12,2007,Female,45-64,92,2491188.0,2,3.693017146839179,2,True
Florida,12,2007,Female,65+,14,838351.0,1,1.6699449276019234,3,False
Florida,12,2007,Male,15-24,88,1252680.0,1,7.024938531787847,1,True
Florida,12,2007,Male,25-44,266,2395630.0,2,11.103551049202089,2,True
Florida,12,2007,Male,45-64,390,2309495.0,2,16.886808588024653,2,True
Florida,12,2007,Male,65+,353,1351130.0,3,26.126279484579573,3,True
Florida,12,2008,Female,15-24,17,1190932.0,1,1.427453456620529,1,True
Florida,12,2008,Female,25-44,73,2384125.0,2,3.061919991611178,2,True
Florida,12,2008,Female,45-64,94,2538078.0,2,3.7035898817924426,2,True
Florida,12,2008,Female,65+,15,872024.0,1,1.7201361430419346,3,False
Florida,12,2008,Male,15-24,89,1258347.0,1,7.072770865270074,1,True
Florida,12,2008,Male,25-44,283,2379984.0,2,11.890836240915906,2,True
Florida,12,2008,Male,45-64,438,2354588.0,2,18.60198047386634,2,True
Florida,12,2008,Male,65+,375,1389766.0,3,26.98295972127682,3,True
Florida,12,2009,Female,15-24,19,1194679.0,1,1.5903853671153505,1,True
Florida,12,2009,Female,25-44,60,2366344.0,2,2.5355569604419306,2,True
Florida,12,2009,Female,45-64,92,2589279.0,2,3.553112661864558,2,True
Florida,12,2009,Female,65+,40,1513102.0,2,2.6435759122650024,3,False
Florida,12,2009,Male,15-24,91,1257725.0,1,7.235285932934465,1,True
Florida,12,2009,Male,25-44,312,2362498.0,2,13.206360386336835,2,True
Florida,12,2009,Male,45-64,478,2400513.0,2,19.912410388946032,2,True
Florida,12,2009,Male,65+,375,1423837.0,3,26.33728439421085,3,True
Florida,12,2010,Female,15-24,21,1198790.0,1,1.7517663644174541,1,True
Florida,12,2010,Female,25-44,57,2362192.0,2,2.4130129980966832,2,True
Florida,12,2010,Female,45-64,106,2634916.0,2,4.022898642689179,2,True
Florida,12,2010,Female,65+,35,1533364.0,2,2.282563044391286,3,False
Florida,12,2010,Male,15-24,89,1258350.0,1,7.072754003258235,1,True
Florida,12,2010,Male,25-44,260,2358607.0,2,11.02345579403436,2,True
Florida,12,2010,Male,45-64,508,2444245.0,2,20.78351392761364,2,True
Florida,12,2010,Male,65+,371,1450426.0,3,25.578692053231258,3,True
Florida,12,2011,Female,15-24,12,1207737.0,1,0.9935938039490385,1,True
Florida,12,2011,Female,25-44,59,2370727.0,2,2.4886880691028535,2,True
Florida,12,2011,Female,45-64,92,2686363.0,2,3.4247047029757334,2,True
Florida,12,2011,Female,65+,25,948922.0,1,2.634568489296275,3,False
Florida,12,2011,Male,15-24,100,1272029.0,1,7.861455988817865,1,True
Florida,12,2011,Male,25-44,300,2377494.0,2,12.618328374330282,2,True
Florida,12,2011,Male,45-64,490,2496719.0,2,19.62575684328112,2,True
Florida,12,2011,Male,65+,395,1496474.0,3,26.395380073425933,3,True
Florida,12,2012,Female,15-24,17,1214793.0,1,1.3994153736480206,1,True
Florida,12,2012,Female,25-44,73,2397816.0,2,3.0444371044316996,2,True
Florida,12,2012,Female,45-64,121,2702052.0,2,4.478078142093491,2,True
Florida,12,2012,Female,65+,41,1635600.0,2,2.5067253607238933,3,False
Florida,12,2012,Male,15-24,119,1278049.0,1,9.311067103060994,1,True
Florida,12,2012,Male,25-44,265,2406485.0,2,11.011911563961545,2,True
Florida,12,2012,Male,45-64,484,2508035.0,2,19.297976304158436,2,True
Florida,12,2012,Male,65+,422,1570213.0,3,26.875334747578833,3,True
Florida,12,2013,Female,15-24,21,1210480.0,1,1.7348489855264029,1,True
Florida,12,2013,Female,25-44,73,2424110.0,2,3.0114144985169817,2,True
Florida,12,2013,Female,45-64,121,2717024.0,2,4.453401957435783,2,True
Florida,12,2013,Female,65+,42,1695528.0,2,2.4771044771894064,3,False
Florida,12,2013,Male,15-24,98,1274074.0,1,7.6918609123174955,1,True
Florida,12,2013,Male,25-44,294,2433566.0,2,12.081036635127218,2,True
Florida,12,2013,Male,45-64,462,2521620.0,2,18.321555190710733,2,True
Florida,12,2013,Male,65+,445,1635382.0,3,27.210767881754844,3,True
Florida,12,2014,Female,15-24,19,1212058.0,1,1.5675817493882305,1,True
Florida,12,2014,Female,25-44,61,2475082.0,2,2.4645648103779996,2,True
Florida,12,2014,Female,45-64,103,2755171.0,2,3.738424947126694,2,True
Florida,12,2014,Female,65+,36,1764294.0,2,2.040476247156086,3,False
Florida,12,2014,Male,15-24,103,1276361.0,1,8.06981723822649,1,True
Florida,12,2014,Male,25-44,286,2478884.0,2,11.537449916978769,2,True
Florida,12,2014,Male,45-64,458,2555662.0,2,17.920992682130894,2,True
Florida,12,2014,Male,65+,459,1702743.0,3,26.95650488652721,3,True
Florida,12,2015,Female,15-24,22,1209016.0,1,1.8196616091102187,1,True
Florida,12,2015,Female,25-44,62,2531201.0,2,2.449430132178361,2,True
Florida,12,2015,Female,45-64,114,2802455.0,2,4.067861928202237,2,True
Florida,12,2015,Female,65+,37,1836732.0,2,2.014447398967296,3,False
Florida,12,2015,Male,15-24,109,1270282.0,1,8.580771828617584,1,True
Florida,12,2015,Male,25-44,320,2531585.0,2,12.640302419235379,2,True
Florida,12,2015,Male,45-64,449,2599711.0,2,17.27115052403902,2,True
Florida,12,2015,Male,65+,505,1772549.0,3,28.490044562942973,3,True
Florida,12,2016,Female,15-24,15,1201218.0,1,1.2487325364754773,1,True
Florida,12,2016,Female,25-44,86,2570041.0,2,3.346250118188776,2,True
Florida,12,2016,Female,45-64,106,2843083.0,2,3.728347009214996,2,True
Florida,12,2016,Female,65+,61,1911382.0,2,3.1914081015725793,3,False
Florida,12,2016,Male,15-24,102,1261782.0,1,8.083805284906585,1,True
Florida,12,2016,Male,25-44,318,2577673.0,2,12.336708341205421,2,True
Florida,12,2016,Male,45-64,458,2640390.0,2,17.345922382678317,2,True
Florida,12,2016,Male,65+,511,1842663.0,3,27.731603662742458,3,True
Florida,12,2017,Female,15-24,19,1206557.0,1,1.5747287529723006,1,True
Florida,12,2017,Female,25-44,67,2621642.0,2,2.555650237522896,2,True
Florida,12,2017,Female,45-64,127,2887050.0,2,4.398953949533261,2,True
Florida,12,2017,Female,65+,32,1258148.0,1,2.543420964783157,3,False
Florida,12,2017,Male,15-24,133,1266351.0,1,10.502617362800677,1,True
Florida,12,2017,Male,25-44,301,2638889.0,2,11.406315309207777,2,True
Florida,12,2017,Male,45-64,501,2678413.0,2,18.705106344689934,2,True
Florida,12,2017,Male,65+,524,1900129.0,3,27.577075030169002,3,True
Florida,12,2018,Female,15-24,24,1209115.0,1,1.9849228568002215,1,True
Florida,12,2018,Female,25-44,63,2665912.0,2,2.3631687767638243,2,True
